StockCode,Quantity,UnitPrice,CustomerID
23159,1,2.08,14499.0
82600,12,2.1,13089.0
23176,1,2.25,16697.0
21915,24,1.25,18041.0
21967,24,0.29,15632.0
22666,2,2.95,13357.0
85178,10,1.25,17298.0
21733,6,2.95,18118.0
21928,1,1.95,18283.0
22697,2,2.95,17571.0
21068,36,1.06,17317.0
90178A,1,11.95,17964.0
22693,24,1.25,17800.0
23109,12,2.89,13047.0
23298,3,4.95,13507.0
23192,2,1.65,15719.0
90214O,12,0.29,13790.0
21481,6,2.95,12947.0
21982,3,0.83,14096.0
22417,24,0.55,17444.0
22556,4,1.65,16714.0
21259,2,5.95,13155.0
23117,1,4.95,13610.0
23110,2,5.75,18109.0
22171,4,8.5,14422.0
82583,12,2.1,17975.0
21932,10,1.65,14273.0
23193,2,2.25,15998.0
84536A,3,0.42,16813.0
22666,1,2.95,14562.0
22348,24,0.85,12709.0
21991,1,2.95,17238.0
84946,6,1.25,13573.0
82581,2,0.55,13263.0
85227,2,0.85,18022.0
47566,4,4.95,16558.0
23294,2,0.83,14159.0
23035,6,1.45,15933.0
21929,2,2.08,14527.0
21110,24,1.95,13233.0
22382,2,1.65,17994.0
72802C,6,4.25,16717.0
22070,4,3.75,17220.0
16161U,25,0.42,12480.0
21900,2,0.65,14587.0
23555,1,12.5,16880.0
21790,12,0.85,17663.0
22169,2,8.5,16216.0
22993,6,1.25,15906.0
22726,8,3.75,15485.0
22087,18,2.95,16321.0
22725,30,3.75,14156.0
23251,12,1.25,17442.0
23284,2,7.95,14056.0
22585,12,1.25,12571.0
22744,12,2.95,17593.0
22112,1,4.95,15998.0
23203,20,2.08,17702.0
20684,1,3.25,15052.0
21930,2,2.08,17841.0
22930,6,2.55,16128.0
85099B,10,2.08,16558.0
23485,1,25.0,12748.0
85053,2,2.1,15009.0
23109,3,2.89,16360.0
21154,2,1.25,16411.0
84969,12,4.25,18136.0
17084R,72,0.21,16805.0
22639,4,2.55,15720.0
84569B,5,1.25,13069.0
85071D,3,0.39,16729.0
23209,10,1.65,13730.0
21212,24,0.55,16889.0
84497,1,3.75,17897.0
22726,3,3.75,15271.0
22151,24,0.42,13050.0
23174,6,4.15,15194.0
23243,4,4.95,13018.0
22273,6,2.95,14132.0
22597,48,0.29,16523.0
22630,2,1.95,16009.0
23182,24,0.83,14897.0
22086,40,2.55,16062.0
85061W,24,0.85,16327.0
47599B,6,2.1,12721.0
22088,6,2.95,14291.0
21122,6,1.25,12517.0
21506,12,0.42,13700.0
21212,2,0.55,18283.0
22607,1,9.95,17861.0
84997C,6,3.75,15194.0
21731,12,1.65,14291.0
20712,2,2.08,13243.0
23076,24,1.25,12437.0
84952B,2,3.75,17886.0
23218,24,1.04,14298.0
22844,1,8.5,17757.0
84378,6,1.25,17105.0
84879,-1,1.69,13319.0
22423,1,12.75,14606.0
22111,3,4.95,13500.0
22362,2,2.95,14505.0
21528,1,6.95,12748.0
21165,1,1.69,18069.0
22423,32,10.95,13098.0
23328,4,3.75,16145.0
22577,7,0.85,15867.0
21976,48,0.55,12619.0
23353,12,0.83,15301.0
22755,12,0.85,16142.0
84823,2,7.95,13564.0
21213,24,0.55,12545.0
84406B,1,3.25,17287.0
22671,12,1.65,14565.0
23005,1,0.42,17379.0
23079,-2,8.95,12431.0
20914,12,2.95,16134.0
21913,4,3.75,17509.0
21216,2,4.95,13735.0
22195,24,1.65,15596.0
22147,2,1.45,16326.0
22403,48,0.39,17593.0
23318,6,2.49,18188.0
22720,3,4.95,17086.0
23569,1,4.95,13969.0
37446,8,1.45,13081.0
23207,10,1.65,16809.0
22900,10,2.95,15518.0
23199,50,2.08,17669.0
23489,6,2.89,16168.0
23202,2,2.08,18283.0
22941,2,8.5,16170.0
21528,2,6.95,17722.0
84030E,1,4.25,13755.0
21162,2,0.39,16788.0
22697,6,2.95,13081.0
22059,6,1.49,13118.0
22619,4,3.75,13927.0
20970,8,3.75,18095.0
21843,5,10.95,15373.0
37342,24,0.79,13711.0
23050,2,8.25,12769.0
22964,2,2.1,14800.0
23263,24,1.25,16201.0
22131,4,1.95,17289.0
21810,1,1.25,17777.0
23515,6,2.08,14286.0
22086,12,2.95,16790.0
22508,1,3.75,15719.0
22993,3,1.25,14159.0
23184,3,4.95,13755.0
21500,25,0.42,18248.0
22609,36,0.19,13109.0
23360,12,1.95,13988.0
84991,2,0.55,16919.0
22629,1,1.95,15707.0
23110,1,5.75,17841.0
21485,3,4.95,17091.0
22489,5,0.42,14698.0
22680,5,1.25,14415.0
22173,16,2.95,12712.0
79321,96,4.7,16013.0
22501,2,9.95,16633.0
22900,6,3.25,16746.0
21733,6,2.95,16634.0
23243,2,4.95,14562.0
22423,2,12.75,15194.0
21447,1,1.25,14606.0
84944,10,1.65,13184.0
22355,20,0.85,13266.0
23127,1,4.95,16983.0
85053,2,2.1,16200.0
22554,1,1.65,15373.0
23201,100,1.75,13694.0
22631,2,1.95,16161.0
22697,2,2.95,15493.0
22197,6,0.85,17968.0
23080,2,8.25,16607.0
22951,3,0.55,18283.0
23393,1,3.75,17841.0
22507,1,4.95,16326.0
23267,12,1.25,12422.0
85132A,6,1.95,14731.0
22992,12,1.95,15187.0
21448,1,1.65,17920.0
23199,1,2.08,16794.0
23319,2,2.49,12748.0
23353,12,0.83,12374.0
21620,2,1.25,12940.0
22860,6,1.65,16607.0
21947,12,1.25,13752.0
21136,8,1.69,17348.0
22310,6,1.65,12832.0
23341,2,8.5,13224.0
22908,36,0.85,15791.0
22302,36,2.1,14156.0
22193,1,8.5,13593.0
48185,1,7.95,16407.0
22107,4,3.75,14176.0
21123,24,1.25,12683.0
23274,12,1.65,16520.0
21156,1,1.95,14587.0
23332,6,1.65,17759.0
21891,12,1.25,15521.0
21955,10,6.75,16539.0
23052,1,8.25,17611.0
22099,2,1.25,16033.0
22646,12,1.45,14142.0
22178,12,1.25,16587.0
23008,6,14.95,13090.0
22111,6,4.95,16368.0
22865,3,2.1,15514.0
22451,2,3.35,16746.0
21261,3,2.95,17231.0
21930,10,2.08,15379.0
22567,12,1.25,13531.0
22197,2,0.85,15521.0
22766,8,2.95,14911.0
22147,12,1.45,16170.0
21484,4,3.45,16717.0
22899,2,2.1,16923.0
22564,24,1.25,17919.0
22435,1,1.25,15877.0
21499,25,0.42,14146.0
90166,1,4.15,14096.0
21877,1,1.25,17015.0
23558,1,12.5,17837.0
22410,2,1.25,14730.0
23110,2,5.75,16542.0
84992,24,0.55,14776.0
23158,1,2.08,14204.0
23076,24,1.25,16174.0
23414,1,9.95,14702.0
23112,2,7.5,16818.0
22585,12,1.25,13196.0
22551,12,1.65,15632.0
20718,1,1.25,15311.0
79190D,1,0.42,13174.0
84406B,2,3.25,15005.0
23426,1,2.89,17841.0
84879,16,1.69,15379.0
84879,4,1.69,12573.0
23206,20,1.65,16843.0
21033,2,2.08,17238.0
23076,24,1.25,12748.0
22669,4,2.95,17052.0
21265,24,1.95,15505.0
21175,12,2.55,14194.0
22109,16,3.39,13078.0
22384,3,1.65,16918.0
16219,48,0.06,12688.0
84508B,1,2.55,17109.0
21034,1,0.95,13978.0
21181,3,2.1,17841.0
20719,10,0.85,13520.0
21156,-1,1.95,14410.0
22221,2,9.95,13373.0
22479,3,1.25,13001.0
22997,6,0.42,15005.0
22431,6,1.95,15601.0
22424,1,12.75,14428.0
21936,3,2.95,13230.0
22156,48,0.85,15270.0
22326,6,2.95,13089.0
20728,10,1.65,15544.0
22907,4,0.85,16440.0
20685,4,7.95,15601.0
22192,2,8.5,13209.0
22662,20,1.65,16303.0
22419,100,0.36,14828.0
22412,2,2.1,14156.0
23301,2,1.65,13558.0
22623,1,5.95,17813.0
23661,6,1.65,14415.0
21428,1,4.25,14415.0
22690,4,7.95,14442.0
21166,96,1.49,18102.0
84992,24,0.55,13089.0
21735,-1,12.75,13269.0
23493,10,1.95,14121.0
22173,8,2.95,12712.0
82484,2,7.9,15696.0
23077,80,1.25,12348.0
22113,1,3.75,14796.0
22839,1,14.95,16776.0
84755,8,0.65,13184.0
22813,12,1.95,15955.0
21621,24,8.5,18172.0
22465,6,1.65,16059.0
84732B,2,0.39,14456.0
85123A,3,2.95,14505.0
22332,8,1.65,17735.0
82580,1,0.55,14573.0
23291,8,1.25,12710.0
15044A,1,2.95,17841.0
85232D,6,4.95,17043.0
84997A,24,4.15,12664.0
21481,2,3.75,14963.0
23367,1,0.65,17221.0
21058,2,0.85,17841.0
23263,24,1.25,14141.0
22619,1,3.75,17259.0
23350,1,1.25,14662.0
20719,10,0.85,12492.0
21900,24,0.65,17015.0
47590B,1,5.45,13956.0
23067,1,4.15,15579.0
35967,12,0.38,17429.0
22292,24,1.45,14401.0
22525,5,1.25,17126.0
22752,2,8.5,12449.0
22079,10,1.65,15498.0
23188,12,1.65,14146.0
22938,12,1.95,13792.0
22680,2,1.25,15996.0
21485,3,4.95,15122.0
21462,1,6.75,16274.0
47580,4,2.55,14068.0
22633,6,2.1,16931.0
21495,125,0.42,12497.0
23240,1,4.15,17965.0
23393,1,3.75,17772.0
22077,1,1.65,18118.0
22682,10,1.25,15093.0
21390,12,1.25,14651.0
21905,1,0.79,16469.0
22092,36,0.39,16843.0
85152,12,2.1,15264.0
21888,4,3.75,13989.0
22635,4,9.95,12407.0
22910,1,2.95,12748.0
23333,53,1.25,15290.0
21992,12,1.25,17422.0
48116,2,7.95,13021.0
23207,1,1.65,17841.0
22745,1,2.1,17757.0
21108,18,0.79,17453.0
22384,5,1.65,16242.0
22099,1,0.39,16806.0
21928,10,2.08,13021.0
21080,12,0.85,12922.0
22940,1,4.25,16750.0
22813,12,1.95,12621.0
21931,10,2.08,12839.0
22422,1,0.65,14499.0
22178,12,1.25,18239.0
21557,1,2.95,16823.0
22997,2,0.42,14701.0
22677,20,1.25,16011.0
23508,2,0.42,13596.0
84459A,24,1.49,13458.0
21700,5,0.85,14796.0
22663,1,1.95,12637.0
22261,12,0.85,15241.0
23266,1,1.25,16360.0
48129,-10,6.75,16525.0
23159,12,2.08,16743.0
21975,24,0.55,13089.0
21327,1,1.65,12748.0
23284,2,7.95,15867.0
84988,24,1.45,12676.0
23184,2,4.95,12556.0
20713,1,2.08,16370.0
23330,3,1.25,15426.0
16169E,25,0.42,12766.0
85034C,12,1.25,15601.0
85099B,20,1.95,15039.0
84997C,1,3.75,15311.0
22718,12,0.42,18145.0
21155,1,2.55,17625.0
21159,24,0.39,14401.0
22452,6,2.95,12681.0
22416,1,1.45,14606.0
21832,12,1.65,17829.0
23489,2,2.89,17348.0
21819,36,0.39,14336.0
23131,1,4.15,17841.0
22621,4,1.45,15998.0
21934,1,1.65,17841.0
M,14,0.21,16024.0
21781,1,14.95,14606.0
84992,24,0.55,13771.0
23243,4,4.95,12708.0
85066,2,12.75,16923.0
22423,1,12.75,13717.0
22560,24,1.25,14060.0
51014A,31,0.83,14096.0
22794,2,7.95,13634.0
22121,12,5.45,16422.0
23131,1,4.15,14487.0
20978,2,1.25,16474.0
22189,4,3.95,13046.0
79321,4,5.75,14911.0
22295,12,1.65,15994.0
22942,4,8.5,12921.0
20974,2,0.65,14456.0
15044D,6,2.95,13767.0
20794,12,2.55,14156.0
20970,3,3.75,15351.0
21733,860,3.24,17450.0
22939,1,4.95,14527.0
84380,2,1.25,17050.0
23433,12,0.83,14703.0
22297,24,1.25,14329.0
23202,10,2.08,13313.0
23113,-1,4.95,16240.0
35004C,-15,4.65,12980.0
22077,6,1.95,14547.0
84945,12,0.85,14388.0
22960,1,4.25,13521.0
21892,2,1.25,15311.0
23194,2,2.25,17233.0
84029G,4,4.25,15044.0
21156,8,1.95,12481.0
22189,4,3.95,14911.0
82613B,8,1.25,15235.0
82483,1,6.95,17813.0
22577,24,0.29,17659.0
85123A,4,2.95,14903.0
23284,1,16.63,14096.0
85152,1,2.1,12965.0
22768,2,9.95,13362.0
84692,25,0.42,17602.0
23169,1,4.15,16511.0
35599B,12,1.95,12429.0
23168,6,1.25,15707.0
22780,1,4.25,13527.0
22046,25,0.42,16607.0
22423,1,12.75,12349.0
23371,6,1.25,17092.0
22195,2,1.65,14653.0
21791,12,1.25,14309.0
22817,12,0.42,13426.0
22697,6,2.95,14156.0
22028,12,0.42,17084.0
21259,2,5.95,15358.0
23410,6,8.15,16040.0
85032A,1,0.65,16910.0
22956,2,2.1,15004.0
23534,3,5.95,18272.0
22909,12,0.85,15811.0
23308,24,0.55,13319.0
84945,12,0.85,17737.0
21424,2,2.95,12517.0
21915,12,1.25,16531.0
23326,48,0.63,18272.0
22197,100,0.72,15482.0
22537,24,0.42,12399.0
22138,2,4.95,16923.0
23126,4,4.95,16203.0
10135,20,0.42,14913.0
22546,6,0.42,17757.0
47566,5,4.95,17315.0
22489,24,0.42,14038.0
23283,2,8.25,14056.0
23172,12,1.65,12481.0
23509,1,0.42,14505.0
21576,6,2.25,12624.0
22729,1,3.75,15708.0
22189,4,3.95,13534.0
22168,1,8.5,12956.0
23376,-24,0.39,14849.0
22961,24,1.45,15625.0
21328,1,1.65,15021.0
22685,8,1.25,15311.0
22419,4,0.42,17841.0
22030,12,0.42,17405.0
23301,6,1.65,14472.0
84819,16,0.85,15157.0
23582,-100,1.79,17511.0
22331,8,1.65,12520.0
21054,1,8.95,16904.0
22697,6,2.95,14911.0
20725,100,1.45,15311.0
22796,1,9.95,16719.0
22729,4,3.75,16729.0
21977,24,0.55,16232.0
22189,6,3.95,13411.0
22950,2,1.45,13610.0
23052,2,8.25,14191.0
22662,10,1.65,14886.0
22746,6,2.1,16211.0
23203,3,2.08,14419.0
22986,25,0.42,17231.0
22726,10,3.75,15518.0
21671,6,1.25,14535.0
23192,1,1.65,13532.0
23175,6,3.25,13317.0
22637,1,2.55,15311.0
23064,1,49.95,12987.0
23393,1,3.75,13212.0
84946,12,1.25,15622.0
21209,4,1.65,14505.0
22699,6,2.95,13901.0
84988,12,1.45,13486.0
23204,20,0.85,17160.0
22609,36,0.19,14913.0
22699,6,2.95,16923.0
22424,1,12.75,12994.0
22638,1,2.55,17312.0
23322,3,2.95,14395.0
21030,10,1.25,13309.0
23283,1,7.95,14056.0
47591D,1,1.95,18116.0
POST,2,18.0,12679.0
23438,12,1.25,14759.0
23344,1,2.08,16899.0
20886,-6,1.95,16217.0
23050,2,8.25,12359.0
22321,12,0.85,17700.0
22179,2,6.75,14291.0
21901,7,0.65,13451.0
22181,8,0.85,15556.0
72741,9,1.45,17602.0
22841,2,7.95,14344.0
21872,1,1.25,18041.0
22736,5,1.65,14535.0
22382,10,1.65,13870.0
23173,2,9.95,14156.0
23306,12,1.45,13931.0
84997B,5,4.15,14541.0
82552,12,1.45,14223.0
22191,2,8.5,14341.0
23117,1,4.95,17757.0
23321,9,1.65,17811.0
22469,2,1.65,14506.0
21870,12,1.25,14062.0
21693,6,2.95,17312.0
23155,-1,0.83,15342.0
23101,3,0.83,15058.0
22041,2,2.55,13760.0
20971,1,1.25,17841.0
85152,48,1.85,13183.0
22423,2,12.75,15088.0
82483,-1,6.95,15296.0
22026,12,0.42,12748.0
20983,2,0.85,15965.0
22722,4,3.95,17675.0
21931,10,2.08,17091.0
47566B,4,4.95,15623.0
35971,2,1.25,14472.0
23351,12,1.25,14493.0
22554,6,1.65,14719.0
22274,6,2.95,13715.0
85132C,2,1.95,13184.0
20749,2,7.95,12354.0
23344,1,2.08,14456.0
23451,6,1.95,16170.0
21137,20,3.75,15159.0
23173,2,9.95,16556.0
21683,1,2.95,14606.0
23208,10,1.65,17139.0
20723,10,0.85,12472.0
21204,12,1.65,13995.0
22951,24,0.55,18235.0
21212,24,0.55,17049.0
20981,12,0.85,16810.0
22906,12,1.65,13883.0
22296,2,1.65,15555.0
21232,-12,1.25,14665.0
22227,6,0.65,13527.0
21591,2,1.25,16274.0
85152,288,1.85,16276.0
90030B,6,1.0,13149.0
20726,10,1.65,14049.0
22670,12,1.25,15615.0
20725,10,1.65,15544.0
20867,12,1.06,14298.0
23394,4,3.75,16293.0
21811,6,0.39,17974.0
85123A,32,2.55,14513.0
22789,4,1.95,13208.0
21899,1,0.65,12838.0
21918,24,0.42,13999.0
22668,5,2.95,15411.0
71477,2,3.95,17338.0
21179,1,0.39,17750.0
22869,1,1.95,15993.0
23203,1,2.08,17841.0
21358,6,1.25,16395.0
82494L,12,2.95,17243.0
21820,1,3.75,16804.0
22781,1,7.65,12748.0
22436,10,0.65,15514.0
47591D,2,1.95,17841.0
22619,-4,3.75,12607.0
22393,2,2.55,12748.0
22111,3,4.95,16713.0
85099B,100,1.79,17677.0
21390,24,1.25,13089.0
22941,3,8.5,15993.0
23198,12,1.45,14659.0
22112,3,4.95,14844.0
20716,1,1.25,17841.0
22699,6,2.95,16696.0
23004,2,0.42,17841.0
22086,12,2.95,14057.0
22560,3,1.25,16931.0
21166,-1,2.08,13113.0
20728,2,1.65,17459.0
84969,1,4.25,13244.0
85169A,24,0.42,17576.0
22956,1,2.1,18118.0
21326,12,0.65,16033.0
22907,4,0.85,14527.0
23185,6,0.29,16340.0
16156S,25,0.42,15529.0
85200,6,1.25,17364.0
21720,6,0.85,14057.0
82482,2,2.55,14903.0
23199,4,2.08,15356.0
23550,25,0.42,14748.0
23311,2,2.55,17861.0
23205,10,0.85,14077.0
22514,6,2.1,14740.0
23049,2,8.25,13102.0
22055,1,1.65,14796.0
90183A,1,2.95,14801.0
23091,5,6.25,18112.0
21407,6,4.25,15605.0
23188,24,1.65,13104.0
21524,2,8.25,14759.0
22470,1,2.95,16916.0
22380,2,2.1,16931.0
22489,24,0.42,14849.0
22669,5,2.95,13527.0
23206,10,1.65,12553.0
22951,2,0.55,15039.0
47566,1,4.95,17954.0
20766,2,3.75,16110.0
23188,4,1.65,17006.0
22847,3,16.95,16265.0
22195,12,1.65,14050.0
21627,1,14.95,14245.0
84755,8,0.65,15456.0
22467,5,2.55,17841.0
21908,2,2.1,14577.0
22352,6,2.55,13001.0
22411,1,1.95,17860.0
23000,24,0.42,12472.0
22389,6,2.55,17865.0
84978,12,1.25,15628.0
23241,2,2.08,17841.0
23569,3,4.95,14554.0
22835,1,4.95,16033.0
22659,1,1.95,17348.0
22851,3,0.85,18212.0
22708,25,0.42,15489.0
22423,16,10.95,13324.0
10135,1,1.25,14234.0
21408,3,4.25,17434.0
22908,12,0.85,12633.0
22261,12,0.85,13050.0
22423,1,12.75,14404.0
23215,12,2.08,14829.0
21217,1,9.95,17841.0
37449,2,9.95,12935.0
M,1,3.95,17757.0
21533,3,4.95,15687.0
20996,24,0.19,16638.0
23050,2,8.25,12609.0
22441,12,2.1,13089.0
23209,20,1.65,13971.0
22507,4,4.95,13447.0
22505,1,4.95,15644.0
22091,36,0.39,17416.0
20749,2,7.95,14223.0
22794,2,7.95,14573.0
37448,48,1.25,12779.0
15039,10,0.85,13600.0
22960,96,3.75,12415.0
21481,2,3.75,16511.0
22470,6,2.95,14440.0
85049A,12,1.25,12476.0
21790,6,0.85,15033.0
23093,8,2.49,13752.0
22629,64,1.65,12415.0
21733,2,2.95,14587.0
85175,16,0.42,14456.0
22824,1,35.95,13124.0
22311,6,2.95,12625.0
84378,12,1.25,13038.0
20652,1,1.25,16904.0
23236,12,2.89,12705.0
23209,20,1.65,16523.0
22796,-2,9.95,13742.0
84050,4,1.65,17105.0
15044C,1,2.95,17109.0
21212,24,0.55,12683.0
22722,6,3.95,13166.0
90059D,-6,1.65,14911.0
22331,16,1.65,12583.0
21055,2,8.95,17841.0
47599A,6,2.1,13725.0
23206,100,1.45,12415.0
22086,4,2.95,17338.0
21430,3,3.75,17338.0
20719,200,0.72,14646.0
23283,1,7.95,15023.0
23305,24,1.95,13408.0
22956,8,2.1,15673.0
22633,2,2.1,16362.0
23309,1,0.55,18034.0
22560,1,1.25,16395.0
22659,12,1.95,12372.0
21650,15,0.19,16340.0
23083,1,3.75,17576.0
22563,1,1.25,14606.0
20726,10,1.65,14315.0
23297,16,1.65,15150.0
22267,24,0.39,14911.0
84247E,1,2.95,13558.0
22131,4,1.95,17092.0
21908,1,2.1,12872.0
21467,1,3.75,14623.0
21086,24,0.65,12583.0
22865,1,2.1,16549.0
22591,6,3.25,17652.0
21484,5,4.25,12856.0
22178,36,1.25,16434.0
22457,6,2.95,16134.0
22384,3,1.65,16764.0
22384,10,1.65,13336.0
22155,20,0.42,16905.0
23583,3,1.65,12748.0
47566,50,4.15,13113.0
82494L,24,2.55,13499.0
85049G,12,1.25,12948.0
22952,24,0.55,12721.0
22224,24,2.95,16553.0
22328,6,2.95,16555.0
85187,1,1.65,12748.0
22948,24,0.85,16184.0
21773,2,1.25,12748.0
22284,2,1.65,16791.0
21914,3,1.25,17757.0
23215,12,2.08,15858.0
22662,10,1.65,15970.0
22078,3,2.1,16883.0
23382,4,3.75,15214.0
22960,6,4.25,15075.0
23481,2,1.25,16887.0
22964,1,2.1,14049.0
85099C,3,2.08,15311.0
23201,10,2.08,17416.0
22865,24,2.1,13889.0
21094,6,0.85,17284.0
82613D,1,1.25,16904.0
85206A,6,1.65,15676.0
21169,48,1.45,16584.0
21790,12,0.85,15128.0
22580,2,5.95,17878.0
22352,12,2.55,12682.0
84406B,1,4.15,15039.0
21976,1,0.55,16031.0
23437,3,1.25,15707.0
23310,36,0.42,16279.0
16161P,25,0.42,14769.0
21380,6,2.95,12405.0
21164,2,2.95,17449.0
21677,24,0.85,16253.0
22065,10,0.39,15005.0
21654,36,0.39,14916.0
21530,18,0.79,16843.0
22355,10,0.85,16053.0
21124,4,1.25,13418.0
21523,10,6.75,13078.0
22569,4,3.75,17422.0
20669,2,1.25,13030.0
23131,3,4.15,15799.0
22464,12,1.65,12957.0
22932,2,2.55,12841.0
84991,2,0.55,18283.0
23035,-6,1.45,14525.0
85130C,5,0.79,13268.0
85049F,3,1.25,16370.0
23295,1,0.83,16657.0
22846,1,16.95,18043.0
84997D,2,4.15,17238.0
23241,4,2.08,13772.0
22666,2,2.95,15719.0
23203,2,2.08,14456.0
21672,12,1.25,15311.0
22200,1,4.25,15856.0
22795,1,6.75,12556.0
21430,2,3.75,15039.0
22457,6,2.95,16180.0
21977,24,0.55,17426.0
23068,16,2.49,15260.0
22749,4,3.75,18257.0
85034C,1,1.25,17545.0
23040,3,5.75,18069.0
22558,12,1.49,13381.0
22697,6,2.95,16358.0
22995,24,0.42,14060.0
22476,1,4.95,15311.0
23229,-1,3.75,12415.0
23199,5,2.08,14688.0
21484,1,4.25,17081.0
22957,1,2.95,15708.0
23343,10,2.08,14387.0
23298,50,4.15,14364.0
22596,12,1.25,14150.0
22408,12,1.25,12957.0
37446,8,1.45,13004.0
21902,2,0.65,16007.0
23080,-1,8.25,17841.0
22383,2,1.65,17179.0
22690,2,7.95,18065.0
23550,25,0.42,15529.0
21916,6,0.42,13243.0
21238,96,0.72,14646.0
85152,12,2.1,15078.0
22195,2,1.65,16791.0
90081A,1,4.95,15511.0
23509,1,0.42,18283.0
23156,12,2.08,12477.0
22892,72,1.06,14646.0
22659,12,1.95,16839.0
47559B,1,1.25,14587.0
21937,15,2.95,17508.0
23271,16,0.83,13596.0
21908,1,2.1,16399.0
23307,1,0.55,16657.0
22233,1,0.59,13546.0
22173,16,2.95,17696.0
22605,4,12.75,12484.0
22230,2,0.85,14534.0
23291,8,1.25,13266.0
15036,24,0.75,14408.0
22865,3,2.1,15880.0
22674,12,1.25,13709.0
20665,1,2.95,12841.0
21704,12,0.85,14913.0
22989,2,3.25,15532.0
85099F,10,1.95,16945.0
22556,2,1.65,15555.0
23317,1,9.95,13975.0
22138,3,4.95,12766.0
21181,24,2.1,17675.0
47566,8,4.95,18171.0
21035,3,3.25,17757.0
22421,12,0.42,12778.0
21479,2,3.75,15898.0
23035,2,1.45,16788.0
20713,10,1.95,14110.0
22728,8,3.75,18229.0
20749,2,7.95,13507.0
48188,2,7.95,12865.0
21609,1,2.95,13148.0
23156,1,2.08,16904.0
22380,5,2.1,12627.0
22562,1,1.25,18034.0
21242,10,1.69,13069.0
84751B,4,3.75,15581.0
22399,3,1.25,17097.0
22973,6,1.65,14105.0
22749,2,3.75,17092.0
22960,6,4.25,16558.0
20726,10,1.65,16037.0
84755,16,0.65,17405.0
23233,25,0.42,15805.0
22469,4,1.65,14502.0
21165,4,1.69,13263.0
84970S,2,0.85,16370.0
22931,1,2.55,14052.0
22630,4,1.95,15376.0
22993,1,1.25,12748.0
22355,5,0.85,14159.0
22698,1,2.95,16923.0
21889,12,1.25,18189.0
22730,2,3.75,16327.0
23301,24,1.65,15615.0
84673B,4,1.63,14096.0
21080,6,0.85,15998.0
22271,6,2.95,15835.0
22197,10,0.85,15002.0
21495,25,0.42,13875.0
84509G,48,1.25,14298.0
84968F,1,12.75,15858.0
22962,12,0.85,16618.0
82613B,1,1.25,17841.0
22077,24,1.65,15640.0
23084,6,2.08,15373.0
21212,24,0.55,14625.0
23351,2,1.25,15271.0
23245,8,4.95,12388.0
84978,36,1.06,15189.0
21621,2,8.5,16241.0
20972,12,1.25,15321.0
22936,2,3.25,13601.0
21212,24,0.55,14667.0
21890,1,3.25,13249.0
84970S,7,0.85,16327.0
20972,3,1.25,16931.0
22654,3,5.95,15122.0
20752,6,2.1,12878.0
85071B,3,0.39,16931.0
21929,10,2.08,18226.0
22834,12,2.1,17690.0
23315,4,9.95,15639.0
22625,2,8.5,15365.0
85049E,24,1.25,15228.0
21385,10,0.85,13184.0
21175,48,2.08,12433.0
21669,12,1.25,15462.0
22398,2,0.39,15033.0
85150,6,2.55,17426.0
23352,1,1.25,16261.0
21915,6,1.25,15990.0
85099B,1,2.08,13137.0
22838,2,14.95,15108.0
23199,30,2.08,16160.0
23286,6,0.85,13772.0
22568,4,3.75,13630.0
84580,3,3.75,14722.0
22952,4,0.55,17886.0
23202,10,2.08,14911.0
21067,3,1.25,14606.0
71459,12,0.85,15615.0
84988,12,1.45,13081.0
21446,1,1.25,15511.0
22578,5,0.29,17841.0
22761,2,24.95,12444.0
21318,36,0.39,15932.0
85099F,2,2.08,17377.0
23197,1,1.45,16910.0
22352,1,2.55,14465.0
21211,4,1.45,13471.0
85150,1,2.55,14606.0
21937,5,2.95,14426.0
85185B,12,2.95,15673.0
22970,12,2.55,14092.0
23173,4,9.95,12790.0
84029G,8,4.25,15568.0
23485,-1,25.0,15622.0
82583,5,2.1,15356.0
22835,4,4.95,16480.0
20754,1,2.1,15910.0
20764,1,3.75,15880.0
21464,4,4.25,16779.0
22562,10,1.25,16767.0
22646,8,1.45,16033.0
85230G,144,0.21,14298.0
20723,2,0.85,15719.0
15056BL,1,5.95,17841.0
22151,24,0.42,17625.0
23339,1,2.08,14963.0
22203,-1,3.75,17811.0
15036,60,0.83,13911.0
85135B,2,7.95,15301.0
21155,5,2.55,16745.0
21218,1,3.75,17757.0
22457,3,2.95,14723.0
22844,2,8.5,17139.0
22534,24,0.36,14298.0
22119,1,6.95,14871.0
85036C,1,4.25,16788.0
22029,12,0.42,13266.0
22812,12,1.95,15766.0
22951,1,0.55,17059.0
21888,8,3.75,17930.0
21588,2,2.55,14534.0
21878,24,0.85,17597.0
23110,2,5.75,15636.0
22794,2,7.95,13636.0
51014A,84,0.39,18041.0
23054,2,8.25,13102.0
21588,12,2.55,12843.0
84832,1,0.85,17576.0
22622,4,9.95,15179.0
22382,10,1.65,13004.0
84927F,5,0.39,17634.0
16258A,1,0.42,15574.0
22585,24,1.25,17658.0
23203,2,2.08,15005.0
21928,10,2.08,17049.0
23332,6,1.65,13527.0
22203,4,3.75,12428.0
85049E,3,1.25,17377.0
23084,18,2.08,14732.0
22469,4,1.65,14653.0
84970S,12,0.85,14499.0
22652,10,1.65,17139.0
84970L,12,1.04,17389.0
51014A,12,0.39,15854.0
21937,5,2.95,16523.0
22283,1,7.95,17337.0
85152,3,2.1,16466.0
22171,1,8.5,18109.0
